CO_UF;UF;SIG_UF;CO_MUNICIPIO;MUNICIPIO;CO_REGIAO;CO_MESORREGIAO;CO_MICRORREGIAO;CO_ENTIDADE;NO_ENTIDADE;POPULACAO_ESTIMADA;N_MATRICULA_MUN;N_MATRICULA_ENT;N_MATRICULA_INTEGRAL_ENT;N_EJA_MUN;N_EJA_ENT;PROPORCAO_MATRICULA_POPULACAO_MUN;PROPORCAO_EJA_MATRICULA_MUN;PROPORCAO_ENT_MATRICULA;PROPORCAL_INTEGRAL_ENT
51;Mato Grosso;MT;5107107;São José dos Quatro Marcos;5;5103;51014;51031647;EM REINALDO BOTELHO;18906;4274;90;0;2690;NULL;2.2606579921718E+16;6.29386991109031E+15;0.0210575573233505;0
51;Mato Grosso;MT;5106752;Pontes e Lacerda;5;5103;51012;51060370;CENTRO EDUC INFANTIL MARIA ANTONIA GALVAO NETO;45436;12008;396;54;7970;NULL;2.64283827801743E+15;6.63724183877415E+15;0.0329780146568954;0.136363636363636
52;Goias;GO;5218904;Rubiataba;5;5203;52006;52019420;ESCOLA MUNICIPAL RIVALDO SANTANA SAMPAIO;19882;4139;340;20;1930;NULL;2.08178251684941E+16;4.6629620681324E+16;0.0821454457598454;0.0555555555555556
50;Mato Grosso do Sul;MS;5002100;Bela Vista;5;5004;50009;50033786;CEIM DONA ZIFA;24629;6669;57;57;1650;NULL;2.70778350724755E+16;2.47413405308142E+16;0.00854700854700855;1
52;Goias;GO;5214903;Nova Roma;5;5202;52005;52013987;ESCOLA MUNICIPAL PACIFICO JOSE DE ALVARENGA;3264;676;50;1;0;NULL;2.07107843137255E+16;0;0.0739644970414201;0.0196078431372549
51;Mato Grosso;MT;5106224;Nova Mutum;5;5101;51006;51068940;EDUCANDARIO DESPERTAR;45378;16202;49;NULL;29310;NULL;3.57045264224955E+15;1.80903592149117E+15;0.0030243179854339;NULL
52;Goias;GO;5215504;Ouvidor;5;5205;52017;52066576;ESCOLA ESTADUAL DACIO AMORIM FONSECA;6667;1396;182;NULL;0;NULL;2.09389530523474E+16;0;0.130372492836676;NULL
52;Goias;GO;5201405;Aparecida de Goiânia;5;5203;52010;52097234;IFG - CAMPUS APARECIDA DE GOIANIA;578179;116323;377;NULL;68640;111;2.01188559252411E+16;5.90081067372747E+16;0.00324097555943365;NULL
52;Goias;GO;5204250;Cachoeira Dourada;5;5205;52015;52058476;ESC MUL FRANCISCO FERREIRA DE MELO;8067;1751;119;0;0;NULL;2.17057146398909E+16;0;0.0679611650485437;0
52;Goias;GO;5202601;Aurilândia;5;5203;52009;52028917;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSOR ADALBERTO SOBRINHO DE SOUZA;3120;440;199;NULL;0;NULL;1.41025641025641E+16;0;0.452272727272727;NULL
50;Mato Grosso do Sul;MS;5003702;Dourados;5;5004;50010;50031325;CEI - UFGD;222949;60883;86;86;31690;NULL;2.730803905826E+15;520506545341064;0.0014125453739139;1
50;Mato Grosso do Sul;MS;5005806;Nioaque;5;5004;50009;50034235;ESCOLA MUNICIPAL INDIGENA GABRIEL LAUREANO-POLO;13930;3675;180;0;1700;NULL;2.63819095477387E+15;4.62585034013605E+15;0.0489795918367347;0
52;Goias;GO;5200258;Águas Lindas de Goiás;5;5204;52012;52100642;CRECHE MUNICIPAL INDIARA CARNEIRO MACHADO LISBOA;212440;53455;169;120;25360;NULL;2.51623987949539E+15;4.74417734543074E+15;0.003161537742026;0.710059171597633
52;Goias;GO;5200258;Águas Lindas de Goiás;5;5204;52012;52090965;ESCOLA MONTE OREBE DE AGUAS LINDAS LTDA - COLEGIO EBENEZER;212440;53455;117;NULL;25360;NULL;2.51623987949539E+15;4.74417734543074E+15;0.00218875689832569;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52092445;CENTRO DE EDUCACAO INFANTIL ESPIRITA VOVO MECA;1516113;279830;97;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000346639030840153;NULL
51;Mato Grosso;MT;5107008;Poxoréu;5;5105;51020;51086492;ESCOLA INDIGENA MUNICIPAL ETE ARE;16219;4323;32;0;5590;NULL;2.6653924409643E+15;1.29308350682397E+15;0.00740226694425168;0
52;Goias;GO;5208707;Goiânia;5;5203;52010;52034810;CENTRO DE ENSINO EM PERIODO INTEGRAL ANDRELINO RODRIGUES DE MORAIS;1516113;279830;214;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000764750026801987;NULL
51;Mato Grosso;MT;5108402;Várzea Grande;5;5104;51017;51042991;EMEB RUTH MARTINS SANTANA;284971;72805;261;3;69240;NULL;2.5548213677883E+16;9.5103358285832E+15;0.00358491861822677;0.0114942528735632
50;Mato Grosso do Sul;MS;5003702;Dourados;5;5004;50010;50032216;CEIM MARIA DE LOURDES SILVA;222949;60883;214;0;31690;NULL;2.730803905826E+15;520506545341064;0.00351493848857645;0
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53068009;C SOCIAL LUTERANO CANTINHO DO GIRASSOL;3015268;720439;246;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000341458471848415;NULL
50;Mato Grosso do Sul;MS;5003207;Corumbá;5;5001;50001;50055801;CENTRO DE EDUCACAO PROFISSIONAL - SENAC CORUMBA;111435;29696;127;NULL;18640;NULL;2.66487189841612E+15;6.27693965517241E+15;0.00427667025862069;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53012771;CEE 02 DE CEILANDIA;3015268;720439;7;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;9.71629797942643E-06;NULL
52;Goias;GO;5219902;São Francisco de Goiás;5;5203;52007;52026256;COLEGIO ESTADUAL ANTONIO FERREIRA RIOS;6264;1383;618;NULL;0;NULL;2.20785440613027E+16;0;0.446854663774403;NULL
52;Goias;GO;5201108;Anápolis;5;5203;52007;52103250;COLEGIO NEXUS;386923;89054;286;NULL;44350;NULL;2.30159489097314E+16;4.98012441889191E+15;0.00321153457452781;NULL
51;Mato Grosso;MT;5107602;Rondonópolis;5;5105;51021;51052784;EE JOSE MORAES;232491;57218;445;NULL;32310;NULL;2.46108451509951E+16;5.64682442587997E+15;0.00777727288615471;NULL
52;Goias;GO;5200050;Abadia de Goiás;5;5203;52010;52092712;ESC MUL PROFESSOR NELI ANTONIO DOS SANTOS;8773;3583;490;0;2060;NULL;4.08412173714807E+15;5.74937203460787E+16;0.136756907619313;0
52;Goias;GO;5213103;Mineiros;5;5205;52013;52053385;CENTRO DE ENSINO EM PERIODO INTEGRAL POLIVALENTE ANTONIO C PANIAGO;66801;16264;286;NULL;6100;NULL;2.43469409140582E+16;3.75061485489425E+15;0.0175848499754058;NULL
52;Goias;GO;5205497;Cidade Ocidental;5;5204;52012;52104850;ESCOLA MUNICIPAL DA TERRA NICANDRO HOSANO BATISTA;71376;20603;376;0;12690;NULL;2.88654449674961E+15;6.15929718972965E+15;0.0182497694510508;0
52;Goias;GO;5208707;Goiânia;5;5203;52010;52080005;CMEI SANTA LUZIA;1516113;279830;125;125;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000446699782010506;1
52;Goias;GO;5211503;Itumbiara;5;5205;52015;52085317;ESCOLA SENAI ITUMBIARA;104742;25572;579;NULL;11120;NULL;2.44142750759008E+16;434850617863288;0.0226419521351478;NULL
52;Goias;GO;5214507;Nerópolis;5;5203;52010;52039323;ESC MUL CRIANCA FELIZ;29850;6814;236;0;4350;NULL;2.28274706867672E+16;6.3839154681538E+15;0.0346345758732022;0
52;Goias;GO;5221858;Valparaíso de Goiás;5;5204;52012;52090736;ESCOLA MUNICIPAL GILMAR DE JESUS CAVALCANTI;168468;41597;578;71;27250;NULL;2.46913360400788E+15;6.55095319373993E+15;0.0138952328292906;0.122837370242215
51;Mato Grosso;MT;5107925;Sorriso;5;5101;51006;51066173;EM FRANCISCO DONIZETI DE LIMA;90313;26148;342;2;9990;NULL;2.89526424767199E+16;3.82055988985773E+15;0.013079394217531;0.00584795321637427
52;Goias;GO;5214903;Nova Roma;5;5202;52005;52014045;ESCOLA MUNICIPAL ROSENDO BARBOSA;3264;676;8;0;0;NULL;2.07107843137255E+16;0;0.0118343195266272;0
52;Goias;GO;5210000;Inhumas;5;5203;52007;52023303;ESCOLA MUNICIPAL MOACIR LUIZ DE PAULA BRANDAO;52866;11109;382;18;4120;NULL;2.10135058449665E+16;3.70870465388424E+15;0.0343865334413539;0.045
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53009690;CEF 316 DE SANTA MARIA;3015268;720439;1513;NULL;469020;381;2.38930337203857E+16;6.51019725472941E+15;0.0021001084061246;NULL
52;Goias;GO;5217708;Pontalina;5;5205;52015;52061345;ESCOLA MUNICIPAL JUSTINIANO JOSE MACHADO;17819;3258;408;53;1050;NULL;1.82838543128122E+16;3.22283609576427E+15;0.125230202578269;0.129901960784314
51;Mato Grosso;MT;5101704;Barra do Bugres;5;5103;51013;51054817;CRECHE ESCOLA MENINO JESUS;34966;9212;229;75;9880;NULL;2.6345592861637E+15;1.07251411202779E+16;0.0248588797221016;0.327510917030568
52;Goias;GO;5212204;Jussara;5;5201;52002;52003809;CENTRO DE ENSINO EM PERIODO INTEGRAL DOUTOR BRASIL RAMOS CAIADO;18478;4119;116;NULL;670;NULL;2.22913735252733E+16;1.62660840009711E+15;0.0281621752852634;NULL
52;Goias;GO;5220504;Serranópolis;5;5205;52013;52055892;ESCOLA MUNICIPAL PONTE DE PEDRA;8544;1518;65;0;380;NULL;1.77668539325843E+15;2.50329380764163E+16;0.0428194993412385;0
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50006231;EE TEOTONIO VILELA;895982;233503;1780;NULL;105920;NULL;2.60611262279823E+16;4.53613015678599E+15;0.00762302839792208;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52084337;CENTRO EDUCACIONAL BARROZO LTDA -ESTRELINHAS DO FUTURO;1516113;279830;899;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.00321266483221956;NULL
52;Goias;GO;5213756;Montividiu;5;5205;52013;52053814;COLEGIO ESTADUAL RAFAEL NASCIMENTO;13396;2698;446;NULL;1010;34;2.01403404001194E+16;374351371386212;0.165307635285397;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52033970;CENTRO DE ENSINO EM PERIODO INTEGRAL PROFESSORA LOUSINHA CARVALHO;1516113;279830;545;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.00194761104956581;NULL
52;Goias;GO;5200852;Americano do Brasil;5;5203;52009;52028259;CENTRO DE ENSINO EM PERIODO INTEGRAL AMERICANO DO BRASIL;6111;1061;135;NULL;0;NULL;1.73621338569792E+16;0;0.127238454288407;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53015266;COL MAE DA DIVINA GRACA;3015268;720439;53;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;7.3566256129943E-05;NULL
52;Goias;GO;5219308;Santa Helena de Goiás;5;5205;52013;52055507;ESCOLA MUNICIPAL WILMAR VIEIRA ARANTES;38648;8870;268;1;3440;NULL;2.29507348375078E+16;3.8782412626832E+15;0.0302142051860203;0.00373134328358209
52;Goias;GO;5208707;Goiânia;5;5203;52010;52035182;CENTRO DE ENSINO EM PERIODO INTEGRAL JOAQUIM EDSON DE CAMARGO;1516113;279830;236;NULL;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000843369188435836;NULL
52;Goias;GO;5201108;Anápolis;5;5203;52007;52068650;ESCOLA MARIA MONTESSORI APAE;386923;89054;499;NULL;44350;NULL;2.30159489097314E+16;4.98012441889191E+15;0.00560334179262021;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53006259;EC 09 DE PLANALTINA;3015268;720439;381;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000528844218594496;NULL
52;Goias;GO;5211800;Jaraguá;5;5203;52007;52025101;ESC MUL NOSSA SENHORA APARECIDA;50511;9795;15;0;2320;NULL;1.93918156441171E+16;2.36855538540071E+16;0.00153139356814701;0
50;Mato Grosso do Sul;MS;5007950;Tacuru;5;5004;50011;50034260;APAE NOVA ESPERANCA;11552;2764;18;NULL;980;NULL;2.39265927977839E+16;3.54558610709117E+15;0.0065123010130246;NULL
52;Goias;GO;5212204;Jussara;5;5201;52002;52003949;ESCOLA MUNICIPAL ESTEVAM FERNANDES REBOUCAS;18478;4119;17;0;670;NULL;2.22913735252733E+16;1.62660840009711E+15;0.00412721534352998;0
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51058782;EMEB NOSSA SENHORA APARECIDA;612547;163720;801;0;147190;91;2.67277449730388E+16;8.9903493769851E+15;0.00489249938920107;0
51;Mato Grosso;MT;5102678;Campo Verde;5;5105;51019;51046857;EE WALDEMON MORAES COELHO;44041;11908;1077;NULL;7740;NULL;270384414522831;6.49983204568357E+15;0.0904433993953645;NULL
50;Mato Grosso do Sul;MS;5006309;Paranaíba;5;5003;50006;50011391;EE DR ERMIRIO LEAL GARCIA;42148;9740;364;NULL;2490;88;2.31090443200152E+16;2.5564681724846E+16;0.0373716632443532;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52037339;ESC MUL PROFA ANTONIA MARANHAO DO AMARAL;1516113;279830;707;3;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.00252653396705142;0.00424328147100424
52;Goias;GO;5218805;Rio Verde;5;5205;52013;52054888;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL ROSALINA BORGES;235647;48352;770;17;24520;NULL;2.05188268893727E+16;507114493712773;0.0159248841826605;0.0216010165184244
51;Mato Grosso;MT;5107040;Primavera do Leste;5;5105;51019;51089211;EMEI GALILEIA;62019;19994;95;95;16050;NULL;3.22385075541366E+16;802740822246674;0.00475142542762829;1
52;Goias;GO;5201405;Aparecida de Goiânia;5;5203;52010;52101207;CENTRO MUNICIPAL DE EDUCACAO INFANTIL VILA DELFIORE;578179;116323;192;192;68640;NULL;2.01188559252411E+16;5.90081067372747E+16;0.00165057641223146;1
51;Mato Grosso;MT;5101902;Brasnorte;5;5101;51001;51064383;EE INDIGENA TAPURA IRANTXE;19695;4308;94;NULL;2630;NULL;2.18735719725819E+16;6.10492107706592E+15;0.0218198700092851;NULL
50;Mato Grosso do Sul;MS;5002159;Bodoquena;5;5004;50009;50014129;EM DR ARNALDO ESTEVAO DE FIGUEIREDO;7875;2239;457;13;700;52;2.8431746031746E+15;3.12639571237159E+15;0.204108977221974;0.0284463894967177
52;Goias;GO;5221080;Teresina de Goiás;5;5202;52005;52081613;ESCOLA MUNICIPAL TIA LONGUINHA;3458;746;135;0;0;NULL;2.15731636784268E+16;0;0.180965147453083;0
50;Mato Grosso do Sul;MS;5004502;Itaporã;5;5004;50010;50017730;EE SEN SALDANHA DERZI;24839;4584;229;NULL;3460;NULL;1.8454849229035E+16;7.54799301919721E+15;0.049956369982548;NULL
52;Goias;GO;5218508;Quirinópolis;5;5205;52018;52104311;CENTRO MUNICIPAL DE EDUCACAO INFANTIL HETIELL CLAUDINO;50065;11065;112;112;4290;NULL;2.21012683511435E+16;3.8770899231812E+15;0.010122006326254;1
51;Mato Grosso;MT;5101902;Brasnorte;5;5101;51001;51001136;EMEB 1º DE JUNHO;19695;4308;476;0;2630;NULL;2.18735719725819E+16;6.10492107706592E+15;0.110492107706592;0
52;Goias;GO;5201405;Aparecida de Goiânia;5;5203;52010;52070964;ESC MUL PONTAL SUL;578179;116323;1127;0;68640;NULL;2.01188559252411E+16;5.90081067372747E+16;0.00968853966971278;0
51;Mato Grosso;MT;5108402;Várzea Grande;5;5104;51017;51157802;CENTRO EDUCACIONAL RAIO DE SOL;284971;72805;194;NULL;69240;NULL;2.5548213677883E+16;9.5103358285832E+15;0.00266465215301147;NULL
52;Goias;GO;5203906;Buriti Alegre;5;5205;52015;52108201;ESCOLA MUNICIPAL DE TEMPO INTEGRAL MARIA INEZ NAVES;9459;2269;307;110;400;NULL;2.39877365472037E+16;1.76289114147201E+15;0.135301895107977;0.33033033033033
51;Mato Grosso;MT;5103858;Gaúcha do Norte;5;5101;51008;51059479;EE INDIGENA CENTRAL ESTADUAL KARIB;7648;3245;341;NULL;1330;26;4.24293933054393E+15;4.09861325115562E+15;0.105084745762712;NULL
51;Mato Grosso;MT;5105200;Juscimeira;5;5105;51021;51050170;ESCOLA MUNICIPAL MONTEIRO LOBATO;11221;3296;205;0;2510;NULL;2.93734961233402E+16;7.61529126213592E+15;0.0621966019417476;0
52;Goias;GO;5212501;Luziânia;5;5204;52012;52047512;COLEGIO ESTADUAL POSTO IPE;208299;48191;764;NULL;23520;NULL;2.31354927292018E+16;4.88057936129153E+16;0.0158535826191613;NULL
52;Goias;GO;5218508;Quirinópolis;5;5205;52018;52067912;CENTRO DE ENSINO EM PERIODO INTEGRAL OLGA PARREIRA;50065;11065;236;NULL;4290;NULL;2.21012683511435E+16;3.8770899231812E+15;0.0213285133303208;NULL
52;Goias;GO;5209200;Guapó;5;5203;52010;52038572;CENTRO DE ENSINO EM PERIODO INTEGRAL VALDIVINO SERAFIM;14209;3604;274;NULL;1550;NULL;253642057850658;4.3007769145394E+16;0.0760266370699223;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52087727;CMEI BAIRRO GOIA;1516113;279830;203;203;130490;NULL;1.84570675140969E+16;4.66318836436408E+15;0.000725440445985062;1
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50005260;INSTITUTO EDUCACIONAL PAULO FREIRE;895982;233503;21;NULL;105920;NULL;2.60611262279823E+16;4.53613015678599E+15;8.99346046945864E-05;NULL
52;Goias;GO;5220702;Sítio d'Abadia;5;5204;52011;52077730;CEMEI - CENTRO MUNICIPAL DE EDUCACAO INFANTIL;2989;912;23;23;160;NULL;305118768819003;1.75438596491228E+16;0.025219298245614;1
51;Mato Grosso;MT;5105259;Lucas do Rio Verde;5;5101;51006;51167840;CRECHE ANJO DA GUARDA;65534;21045;370;75;10170;NULL;3.2113101596118E+16;4.83250178189594E+15;0.0175813732478023;0.202702702702703
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53010744;CEE 01 DO GUARA;3015268;720439;48;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;6.66260432874955E-05;NULL
52;Goias;GO;5217302;Pirenópolis;5;5204;52012;52099709;ESCOLA MUNICIPAL JOSE CANDIDO BRAGA;24908;5989;90;0;2550;6;2.40444837000161E+15;4.25780597762565E+15;0.015027550509267;0
52;Goias;GO;5208400;Goianápolis;5;5203;52010;52082539;ESC MUL ROSA CORTES GARCIA;11231;3140;319;7;1880;15;2.79583296233639E+16;5.98726114649682E+15;0.101592356687898;0.0219435736677116
50;Mato Grosso do Sul;MS;5003207;Corumbá;5;5001;50001;50000101;COLEGIO ADVENTISTA DE CORUMBA;111435;29696;330;NULL;18640;NULL;2.66487189841612E+15;6.27693965517241E+15;0.0111126077586207;NULL
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51067013;HOTELZINHO INFANTIL AMOR DE MAE;612547;163720;99;NULL;147190;NULL;2.67277449730388E+16;8.9903493769851E+15;0.000604690935743953;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53004698;COL PRO - FUTURO;3015268;720439;146;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000202654214999466;NULL
51;Mato Grosso;MT;5102603;Campinápolis;5;5102;51010;51022249;EE INDIGENA DE EDUCACAO BASICA BUTSE WAWE;15980;6762;319;NULL;8870;107;4.23153942428035E+16;1.3117420881396E+16;0.0471753918958888;NULL
51;Mato Grosso;MT;5101902;Brasnorte;5;5101;51001;51069504;EE PROFESSORA NORMA LUCIA NUNES;19695;4308;416;NULL;2630;NULL;2.18735719725819E+16;6.10492107706592E+15;0.0965645311049211;NULL
52;Goias;GO;5205109;Catalão;5;5205;52017;52068935;CENTRO DE EDUCACAO DE JOVENS E ADULTOS PROF ALZIRA DE SOUZA CAMPOS;108823;23729;528;NULL;11380;528;2.18051331060529E+16;4.79581946141852E+15;0.0222512537401492;NULL
51;Mato Grosso;MT;5106000;Nortelândia;5;5104;51015;51066696;CENTRO DE EDUC INF MUNIC ARNOUD ALMEIDA DE OLIVEIRA;5989;1579;293;0;1910;NULL;2.63650025045918E+15;1.20962634578847E+16;0.185560481317289;0
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53003977;CIL DE TAGUATINGA;3015268;720439;4349;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.00603659713036079;NULL
52;Goias;GO;5215504;Ouvidor;5;5205;52017;52066630;ESCOLA MUNICIPAL PROFESSORA EDIENE DA SILVA DIAS;6667;1396;702;124;0;NULL;2.09389530523474E+16;0;0.502865329512894;0.176638176638177
51;Mato Grosso;MT;5101308;Arenápolis;5;5104;51015;51086255;CRECHE MUNICIPAL TIA FIFI;9607;2605;255;74;1970;NULL;2.71156448423025E+15;7.56238003838772E+15;0.0978886756238004;0.290196078431373
52;Goias;GO;5200258;Águas Lindas de Goiás;5;5204;52012;52091058;OBRA SOCIAL NOSSA SENHORA DA DIVINA PROVIDENCIA;212440;53455;50;NULL;25360;NULL;2.51623987949539E+15;4.74417734543074E+15;0.000935366195865681;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53008464;CEM 01 DO GUARA;3015268;720439;1173;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.00162817393283817;NULL
51;Mato Grosso;MT;5102504;Cáceres;5;5104;51018;51057433;EM LARANJEIRA I;94376;25044;213;83;20050;NULL;2.65364075612444E+16;8.00590959910558E+15;0.00850503114518448;0.389671361502347
52;Goias;GO;5218607;Rialma;5;5203;52006;52018938;COLEGIO ESTADUAL CAMARA FILHO;10918;2438;420;NULL;1560;156;2.23300970873786E+16;6.39868744872847E+15;0.172272354388843;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53004388;CEF VILA AREAL;3015268;720439;459;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000637111538936676;NULL
50;Mato Grosso do Sul;MS;5003306;Coxim;5;5002;50003;50003526;EE SEMIRAMIS CARLOTA BENEVIDES DA ROCHA;33543;8136;503;NULL;2680;NULL;2.42554333243896E+15;3.29400196656834E+16;0.0618239921337266;NULL
50;Mato Grosso do Sul;MS;5002209;Bonito;5;5004;50009;50014269;EMR OZORIO JACQUES;21976;5954;102;0;1730;NULL;2.70931925737168E+16;2.90560967416863E+15;0.0171313402754451;0
52;Goias;GO;5212303;Leopoldo de Bulhões;5;5203;52010;52039110;ESCOLA MUNICIPAL BENEDITO RODRIGUES DA SILVA;7647;1712;11;0;310;NULL;2.23878645220348E+16;1.8107476635514E+16;0.00642523364485981;0
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53002326;JI 308 SUL;3015268;720439;152;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.000210982470410403;NULL
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50029282;CENTRO EDUCACIONAL LAPIS DE COR;895982;233503;47;NULL;105920;NULL;2.60611262279823E+16;4.53613015678599E+15;0.000201282210506931;NULL
52;Goias;GO;5201108;Anápolis;5;5203;52007;52021025;COLEGIO ESTADUAL PLINIO JAIME;386923;89054;1285;NULL;44350;22;2.30159489097314E+16;4.98012441889191E+15;0.0144294473016372;NULL
52;Goias;GO;5221858;Valparaíso de Goiás;5;5204;52012;52070590;ESCOLA MUNICIPAL VALPARAISO I-E;168468;41597;511;0;27250;NULL;2.46913360400788E+15;6.55095319373993E+15;0.0122845397504628;0
52;Goias;GO;5201108;Anápolis;5;5203;52007;52204359;CENTRO DE EDUCACAO INFANTIL SANTA TEREZINHA;386923;89054;130;39;44350;NULL;2.30159489097314E+16;4.98012441889191E+15;0.00145978844296719;0.3
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53005350;CEF 03 DE SOBRADINHO;3015268;720439;1118;NULL;469020;NULL;2.38930337203857E+16;6.51019725472941E+15;0.00155183159157125;NULL
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50028855;ESCOLA INTEGRADA HORIZONTE;895982;233503;92;NULL;105920;26;2.60611262279823E+16;4.53613015678599E+15;0.000393999220566759;NULL
51;Mato Grosso;MT;5107909;Sinop;5;5101;51007;51067471;PPE - PRINA PITT ESCOLA;142996;40476;72;NULL;24660;NULL;2.83056868723601E+16;6.09249925882004E+16;0.00177883190038541;NULL
52;Goias;GO;5204904;Campos Belos;5;5202;52005;52012840;CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROF ZILMA APARECIDA MENDES DE OLIVEIRA;19887;6017;528;93;2370;NULL;3.02559460954392E+15;3.93883995346518E+15;0.0877513711151737;0.176136363636364
51;Mato Grosso;MT;5105150;Juína;5;5101;51001;51002787;EE PE EZEQUIEL RAMIN;40997;11496;1078;NULL;8170;71;2.80410761763056E+16;7.10681976339596E+15;0.0937717466945024;NULL
52;Goias;GO;5211800;Jaraguá;5;5203;52007;52024679;COLEGIO ESTADUAL BALTHAZAR DE FREITAS;50511;9795;906;NULL;2320;NULL;1.93918156441171E+16;2.36855538540071E+16;0.0924961715160796;NULL
52;Goias;GO;5213806;Morrinhos;5;5205;52015;52103234;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL MARIA ROSA DOS SANTOS;46136;9957;176;176;3800;NULL;2.1581844980059E+16;3.81641056543136E+15;0.0176760068293663;1
51;Mato Grosso;MT;5100250;Alta Floresta;5;5101;51002;51110601;EE RODRIGUES ALVES;51782;14446;64;NULL;11480;NULL;2.78977250782125E+16;7.94683649453136E+15;0.00443029212238682;NULL
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50007734;O CASULO ESTABELECIMENTO DE ENSINO;895982;233503;134;NULL;105920;NULL;2.60611262279823E+16;4.53613015678599E+15;0.000573868429955932;NULL
