CO_UF;UF;SIG_UF;CO_MUNICIPIO;MUNICIPIO;CO_REGIAO;CO_MESORREGIAO;CO_MICRORREGIAO;CO_ENTIDADE;NO_ENTIDADE;POPULACAO_ESTIMADA;N_MATRICULA_MUN;N_MATRICULA_ENT;N_MATRICULA_INTEGRAL_ENT;N_EJA_MUN;N_EJA_ENT;PROPORCAO_MATRICULA_POPULACAO_MUN;PROPORCAO_EJA_MATRICULA_MUN;PROPORCAO_ENT_MATRICULA;PROPORCAL_INTEGRAL_ENT
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50006002;ESCOLA ESTADUAL LINO VILLACHA;906092;213876;1081;NULL;66880;77;2.36042256194735E+15;3.12704557781144E+15;0.0050543305466719;NULL
51;Mato Grosso;MT;5107107;São José dos Quatro Marcos;5;5103;51014;51031590;EE LOURENCO PERUCHI;18846;3813;218;NULL;1810;NULL;2.02324100604903E+16;4.74691843692631E+15;0.0571728297928141;NULL
51;Mato Grosso;MT;5107958;Tangará da Serra;5;5103;51013;51068931;ESCOLA AVANCE;105711;25673;313;NULL;14360;NULL;2.42860251061857E+16;5.59342499902621E+15;0.0121917968293538;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53005805;EC SONHEM DE CIMA;3055149;715700;161;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000224954589911974;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53013522;CEF 08 DE SOBRADINHO;3055149;715700;802;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.00112058124912673;NULL
52;Goias;GO;5211503;Itumbiara;5;5205;52015;52101517;COLEGIO VERSUS LTDA;105809;25866;287;NULL;12360;NULL;2.44459356009413E+16;4.77847367200186E+15;0.0110956467950205;NULL
52;Goias;GO;5211909;Jataí;5;5205;52013;52053245;IFG - CAMPUS JATAI;102065;23130;382;NULL;8190;95;2.26620290991035E+16;3.5408560311284E+16;0.0165153480328578;NULL
52;Goias;GO;5209200;Guapó;5;5203;52010;52038564;ESCOLA MUNICIPAL DE TEMPO INTEGRAL PADRE CONRADO;14207;3635;203;203;1700;NULL;2.55859787428732E+16;4.6767537826685E+15;0.0558459422283356;0.971291866028708
50;Mato Grosso do Sul;MS;5005400;Maracaju;5;5004;50010;50028383;ESCOLA MUNICIPAL RURAL SANTA GUILHERMINA - POLO;48022;10672;111;4;2980;NULL;2.22231477239599E+16;2.79235382308846E+15;0.0104010494752624;0.0347826086956522
51;Mato Grosso;MT;5107040;Primavera do Leste;5;5105;51019;51065754;CENTRO DE ENSINO ISAAC NEWTON;63092;19999;299;NULL;13570;NULL;3.16981550751284E+15;6.78533926696335E+15;0.0149507475373769;NULL
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50032127;NOTA 10 - UNIDADE GARCAS II;906092;213876;168;NULL;66880;NULL;2.36042256194735E+15;3.12704557781144E+15;0.000785501879593783;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53017137;CEPI PERDIZ;3055149;715700;171;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000238926924689116;NULL
52;Goias;GO;5221403;Trindade;5;5203;52010;52088472;ESCOLA MUNICIPAL JOSE FELICIO SOBRINHO;129823;30434;435;0;13330;NULL;2.34426873512398E+16;4.37996977065125E+15;0.0142932246829204;0
52;Goias;GO;5213103;Mineiros;5;5205;52013;52053563;ESCOLA MUNICIPAL ELIAS CARRIJO DE SOUSA;68154;16336;379;2;7280;NULL;2.39692461190833E+16;44564152791381;0.0232002938295788;0.00527704485488127
50;Mato Grosso do Sul;MS;5002001;Batayporã;5;5003;50008;50013190;EE JAN ANTONIN BATA;11349;2584;703;NULL;1320;52;2.27685258613094E+16;5.10835913312694E+15;0.272058823529412;NULL
52;Goias;GO;5204508;Caldas Novas;5;5205;52015;52058492;COLEGIO ESTADUAL DOM PEDRO II;93196;21400;1035;NULL;9960;59;2.29623588995236E+16;4.65420560747664E+15;0.0483644859813084;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52068897;ESC MUN MARCOS ANTONIO DIAS BATISTA;1536097;276809;969;1;129240;62;1.80202812712999E+16;4.66892333703023E+16;0.00350060872298227;0.00103199174406605
52;Goias;GO;5221551;Turvelândia;5;5205;52014;52078361;CRECHE ESCOLA DA EDUCACAO INFANTIL EROTILDES ALVES DE FREITAS;5365;1262;255;0;520;NULL;2.35228331780056E+16;4.12044374009509E+15;0.202060221870048;0
52;Goias;GO;5203302;Bela Vista de Goiás;5;5203;52010;52032221;COLEGIO ESTADUAL DONA HORMEZINDA MARIA CARNEIRO;30492;7042;677;NULL;2930;219;2.30945821854913E+16;4.16074978699233E+16;0.0961374609485942;NULL
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51038587;EE JOSE MAGNO;618124;144743;254;NULL;90120;NULL;2.34164989549023E+16;6.22620783043049E+15;0.00175483443068059;NULL
51;Mato Grosso;MT;5101852;Bom Jesus do Araguaia;5;5102;51009;51055937;ESCOLA MUNICIPAL RURAL OTAVIO RIBEIRO BORIM;6706;2033;134;0;870;NULL;3.03161348046526E+15;4.27939006394491E+15;0.0659124446630595;0
51;Mato Grosso;MT;5105259;Lucas do Rio Verde;5;5101;51006;51066386;CENTRO INTEGRADO DE ENSINO TECNICO - CIENTEC;67620;20825;100;NULL;9170;NULL;3.07971014492754E+15;4.40336134453782E+15;0.00480192076830732;NULL
51;Mato Grosso;MT;5107800;Santo Antônio do Leverger;5;5104;51017;51041979;EMEB JOSE MARIA DA COSTA;16999;5194;34;0;5140;NULL;3.05547385140302E+15;9.89603388525222E+15;0.006546014632268;0
51;Mato Grosso;MT;5106109;Nossa Senhora do Livramento;5;5104;51017;51041499;EE JOSE CASSEMIRO DE PINHO;13104;3941;80;NULL;7210;NULL;3.00747863247863E+16;1.82948490230906E+16;0.0202994163917787;NULL
50;Mato Grosso do Sul;MS;5007703;Sete Quedas;5;5004;50011;50021702;EE 4 DE ABRIL;10771;2423;225;NULL;1240;NULL;2.24955900102126E+16;5.11762278167561E+16;0.0928600907965332;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52104699;COLEGIO GENIOS UNIDADE II;1536097;276809;332;NULL;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.00119938296803933;NULL
52;Goias;GO;5218003;Porangatu;5;5202;52004;52093808;COLEGIO NEO OBJETIVO;45633;10286;367;NULL;4100;NULL;2.25407051914185E+16;3.98600038887809E+16;0.0356795644565429;NULL
52;Goias;GO;5208004;Formosa;5;5204;52012;52047059;COLEGIO ESTADUAL ARTHUR RIBEIRO DE MAGALHAES FILHO;123684;25383;214;NULL;11590;29;2.05224604637625E+15;456604814245755;0.00843083953827365;NULL
52;Goias;GO;5221304;Três Ranchos;5;5205;52017;52099083;CMEI JOSEANE ALVES CAMPOS CALACA COELHO;2830;520;117;54;0;NULL;1.83745583038869E+16;0;0.225;0.461538461538462
52;Goias;GO;5206404;Crixás;5;5201;52001;52079619;CRECHE MUL ARCO IRIS;17044;3604;136;136;1730;NULL;2.11452710631307E+16;4.80022197558269E+15;0.0377358490566038;1
52;Goias;GO;5201108;Anápolis;5;5203;52007;52101444;CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA LEONOR MARQUES BASTOS SILVA;391772;85693;181;83;43520;NULL;2.18731813401672E+16;5.07859451763855E+15;0.00211219119414655;0.451086956521739
51;Mato Grosso;MT;5102678;Campo Verde;5;5105;51019;51069890;ESCOLA CRISTA DE CAMPO VERDE;45740;12345;82;0;8900;NULL;269895059029296;7.20939651680843E+15;0.00664236533009316;0
51;Mato Grosso;MT;5106372;Pedra Preta;5;5105;51021;51067498;CENTRO EDUCACAO INFANTIL ADRIANA SUSI MILHOMEM FIGUEREDO DA SILVA;17446;4111;182;0;1580;NULL;2.35641407772555E+16;3.84334711748966E+15;0.0442714667963999;0
52;Goias;GO;5208707;Goiânia;5;5203;52010;52100278;CENTRO MUNICIPAL DE EDUCACAO INFANTIL ORIENTE VILLE;1536097;276809;285;285;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.00102959080087714;1
52;Goias;GO;5219605;Santa Tereza de Goiás;5;5202;52004;52010961;COLEGIO ESTADUAL DR MARCO AURELIO;3280;788;303;NULL;110;11;2.40243902439024E+16;1.39593908629442E+16;0.384517766497462;NULL
52;Goias;GO;5212709;Mambaí;5;5204;52011;52041786;ESCOLA MUNICIPAL JOAO FERREIRA DA CRUZ;9081;1939;542;0;0;NULL;2.13522739786367E+16;0;0.279525528623002;0
52;Goias;GO;5208707;Goiânia;5;5203;52010;52032981;COLEGIO EXPRESSIVO;1536097;276809;386;NULL;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.00139446333031079;NULL
51;Mato Grosso;MT;5103502;Diamantino;5;5101;51004;51066025;CEJA ANISIO SPINOLA TEIXEIRA;22178;6132;199;NULL;3560;199;2.76490215528903E+15;5.80560991519896E+15;0.0324527071102414;NULL
51;Mato Grosso;MT;5107602;Rondonópolis;5;5105;51021;51066203;EMEI ELAINE APARECIDA DE OLIVEIRA LOPES;236042;55547;367;12;25040;NULL;2.35326763881004E+16;4.50789421570922E+15;0.00660701748069203;0.0316622691292876
51;Mato Grosso;MT;5107909;Sinop;5;5101;51007;51063239;EMEB PROFESSOR JURANDIR LIBERINO DE MESQUITA;146005;41036;746;27;24060;NULL;2.81058867846992E+15;586314455599961;0.0181791597621601;0.0344827586206897
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50029398;EMEI - CLOTILDE CHAIA;906092;213876;194;194;66880;NULL;2.36042256194735E+15;3.12704557781144E+15;0.000907067646673774;1
52;Goias;GO;5217104;Piracanjuba;5;5205;52015;52084590;CRECHE MUNICIPAL SININHO;24548;4332;74;74;1150;NULL;1.76470588235294E+16;265466297322253;0.0170821791320406;1
51;Mato Grosso;MT;5104542;Itanhangá;5;5101;51006;51014939;EM JOAQUIM BARBOSA DOS SANTOS;6885;1999;56;0;380;NULL;2.90341321713871E+15;1.90095047523762E+15;0.0280140070035018;0
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51089696;CRECHE MUNICIPAL MARIANA FERNANDES MACEDO;618124;144743;116;116;90120;NULL;2.34164989549023E+16;6.22620783043049E+15;0.000801420448657275;1
52;Goias;GO;5217609;Planaltina;5;5204;52012;52050890;ESCOLA MUNICIPAL ALTO DA SERRA;90640;25086;12;0;13610;NULL;2.76765225066196E+16;5.42533684126605E+15;0.000478354460655346;0
51;Mato Grosso;MT;5105150;Juína;5;5101;51001;51088800;CEI SAO CRISTOVAO;41101;10359;79;19;3810;NULL;2.52037663317194E+16;3.67796119316536E+15;0.0076262187469833;0.240506329113924
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51069210;ESCOLA ESTRELA DE DAVI;618124;144743;22;NULL;90120;NULL;2.34164989549023E+16;6.22620783043049E+15;0.000151993533366035;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52103412;ESCOLA CENTRO DINAMICO VIVENCIAR;1536097;276809;106;NULL;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.000382935525940269;NULL
52;Goias;GO;5210158;Ipiranga de Goiás;5;5203;52006;52015386;COLEGIO ESTADUAL SETE DE SETEMBRO;2893;423;152;NULL;0;NULL;1.4621500172831E+15;0;0.359338061465721;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53003098;CE MAURICIO DE NASSAU - CEMAN;3055149;715700;316;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000441525778957664;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52101878;EJDC - CENTRO DE FORMACAO HUMANA ANA NERI;1536097;276809;226;NULL;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.000816447442099065;NULL
52;Goias;GO;5203203;Barro Alto;5;5203;52006;52104362;CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOAQUINA MARIA DA CONCEICAO;11408;3300;72;0;4060;NULL;2.89270687237027E+16;1.23030303030303E+16;0.0218181818181818;0
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53018257;ESC SAO FRANCISCO DE SALES;3055149;715700;30;0;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;4.19170043314238E-05;0
52;Goias;GO;5213103;Mineiros;5;5205;52013;52053504;ESCOLA MUNICIPAL COMECINHO DE VIDA;68154;16336;384;13;7280;NULL;2.39692461190833E+16;44564152791381;0.0235063663075416;0.0329113924050633
52;Goias;GO;5218805;Rio Verde;5;5205;52013;52054217;COLEGIO ESTADUAL OLYNTO PEREIRA DE CASTRO;241518;50563;1145;NULL;25420;NULL;2.09354996314974E+16;5.02739157091154E+15;0.022645017107371;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52034623;ESCOLA CANTINHO DA EMILIA;1536097;276809;58;NULL;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.000209530759476751;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53003241;COL PAX;3055149;715700;229;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000319966466396535;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53006720;CED DO PAD-DF;3055149;715700;1196;NULL;422250;275;2.34260260301543E+15;5.8998183596479E+15;0.00167109123934609;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53013948;EDUCANDARIO DE MARIA IDEALIZAR;3055149;715700;146;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000203996087746262;NULL
52;Goias;GO;5218904;Rubiataba;5;5203;52006;52019250;COLEGIO ESTADUAL PEDRO ALVES DE MOURA;19947;4029;558;NULL;1600;NULL;2.01985260941495E+16;3.97120873665922E+15;0.13849590469099;NULL
51;Mato Grosso;MT;5105622;Mirassol d'Oeste;5;5103;51014;51031175;CENTRO DE EDUCACAO INFANTIL PEQUENO POLEGAR;27941;5976;84;40;5220;NULL;2.1387924555313E+16;8.73493975903615E+15;0.0140562248995984;0.476190476190476
52;Goias;GO;5208707;Goiânia;5;5203;52010;52091651;CMEI RECANTO DAS GARCAS;1536097;276809;103;103;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.000372097728036299;1
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53015959;BERCARIO E CR ALEGRIA DO SABER;3055149;715700;25;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;3.49308369428531E-05;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52037304;CMEI DEPUTADO SOLON BATISTA AMARAL;1536097;276809;161;161;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.00058162848751305;1
52;Goias;GO;5204706;Campinorte;5;5202;52004;52006395;INSTITUTO TOMAS DE AQUINO;12764;2603;93;NULL;1810;NULL;2.03932936383579E+16;695351517479831;0.0357280061467537;NULL
52;Goias;GO;5204508;Caldas Novas;5;5205;52015;52058689;ESC MUL PROFESSOR ZICO BATISTA;93196;21400;622;18;9960;NULL;2.29623588995236E+16;4.65420560747664E+15;0.0290654205607477;0.028125
52;Goias;GO;5208707;Goiânia;5;5203;52010;52037223;EM LAURINDO SOBREIRA DO AMARAL;1536097;276809;839;61;129240;175;1.80202812712999E+16;4.66892333703023E+16;0.00303097081381024;0.0727056019070322
52;Goias;GO;5205109;Catalão;5;5205;52017;52065030;ESCOLA ESTADUAL WILSON ELIAS JORGE DEMOCH;110983;24063;324;NULL;12110;NULL;2.16816989989458E+16;5.03262269874912E+15;0.0134646552798903;NULL
51;Mato Grosso;MT;5108600;Vila Rica;5;5102;51009;51091917;EE VILA RICA;26496;4414;675;NULL;2500;51;1.66591183574879E+16;5.66379700951518E+15;0.15292251925691;NULL
52;Goias;GO;5201454;Aparecida do Rio Doce;5;5205;52013;52051684;COLEGIO ESTADUAL SAO JOAO;2474;795;161;NULL;560;34;3.21341956345998E+15;7.0440251572327E+15;0.20251572327044;NULL
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51167859;RAS OLIVEIRA - ESCOLA DE 1º GRAU;618124;144743;59;NULL;90120;NULL;2.34164989549023E+16;6.22620783043049E+15;0.000407619021299821;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53018265;COL BIANGULO V;3055149;715700;434;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000606399329327931;NULL
51;Mato Grosso;MT;5108402;Várzea Grande;5;5104;51017;51042380;COLEGIO EDUCANDARIO JOSE DE ANCHIETA;287526;68764;226;NULL;59700;NULL;2.39157502278055E+16;8.68186841952184E+15;0.00328660345529638;NULL
50;Mato Grosso do Sul;MS;5004007;Glória de Dourados;5;5004;50011;50033727;CMEI - PROF LUIZ PINHEIRO SILVA;9950;2407;217;217;740;NULL;2.41909547738693E+16;3.07436643124221E+16;0.0901537183215621;1
52;Goias;GO;5212709;Mambaí;5;5204;52011;52041689;COLEGIO ESTADUAL SEBASTIAO MOREIRA DA SILVEIRA;9081;1939;619;NULL;0;NULL;2.13522739786367E+16;0;0.319236719958742;NULL
52;Goias;GO;5219308;Santa Helena de Goiás;5;5205;52013;52117405;CENTRO DE ENSINO EM PERIODO INTEGRAL MUNICIPALIZADO MILITARIZADO ALCIDES RODRIGUES DA SILVA;38808;8599;284;284;4940;NULL;2.21578025149454E+15;5.74485405279684E+15;0.0330270961739737;1
51;Mato Grosso;MT;5107909;Sinop;5;5101;51007;51068591;EMEI SYLVIA ORTHOF;146005;41036;290;0;24060;NULL;2.81058867846992E+15;586314455599961;0.00706696559118822;0
52;Goias;GO;5208707;Goiânia;5;5203;52010;52080730;LAR ESPIRITA FRANCISCA DE LIMA;1536097;276809;176;NULL;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.0006358174770329;NULL
52;Goias;GO;5208707;Goiânia;5;5203;52010;52036162;ESCOLA MUNICIPAL FRANCISCO MATIAS;1536097;276809;436;1;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.00157509329537696;0.00229357798165138
51;Mato Grosso;MT;5105903;Nobres;5;5101;51006;51014050;EE PROF NILO POVOAS;15334;4731;662;NULL;2590;NULL;3.08530063910265E+15;5.47452969773832E+16;0.13992813358698;NULL
50;Mato Grosso do Sul;MS;5002100;Bela Vista;5;5004;50009;50033816;CEIM CRIANCA FELIZ;24735;5967;49;49;1250;NULL;2.41237113402062E+16;2.09485503603151E+16;0.00821183174124351;1
52;Goias;GO;5201405;Aparecida de Goiânia;5;5203;52010;52146219;ESCOLA INFANTIL BRINCANDO E APRENDENDO COM AS LETRAS;590146;118693;134;NULL;64610;NULL;2.01124806403839E+16;5.44345496364571E+15;0.00112896295484991;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53004345;EC 53 DE TAGUATINGA;3055149;715700;528;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000737739276233059;NULL
52;Goias;GO;5205497;Cidade Ocidental;5;5204;52012;52044378;ESCOLA MUNICIPAL FREI AMILTON GOMES CURADO;72890;20381;803;0;14130;NULL;2.79613115653725E+16;6.93292772680438E+15;0.0393994406555125;0
52;Goias;GO;5209101;Goiatuba;5;5205;52015;52059090;ESC MUL MARIA DE LOURDES MARTINS COSTA;34202;7233;292;0;3750;NULL;2.11478860885328E+16;5.18457071754459E+15;0.0403705239872805;0
52;Goias;GO;5200308;Alexânia;5;5204;52012;52043762;COLEGIO ESTADUAL PADRE ANTONIO MARCIGALHA;28010;6568;125;NULL;2780;NULL;2.34487682970368E+16;4.2326431181486E+15;0.0190316686967113;NULL
51;Mato Grosso;MT;5101209;Araguainha;5;5105;51020;51047209;EE RUI BARBOSA;946;179;78;NULL;0;NULL;1.89217758985201E+16;0;0.435754189944134;NULL
51;Mato Grosso;MT;5100102;Acorizal;5;5104;51016;51034077;EE PONCE DE ARRUDA;5334;1532;221;NULL;3290;134;2.8721409823772E+16;2.14751958224543E+16;0.144255874673629;NULL
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51089734;EMEB LIBERDADE;618124;144743;307;0;90120;NULL;2.34164989549023E+16;6.22620783043049E+15;0.00212100067015331;0
52;Goias;GO;5200134;Acreúna;5;5205;52014;52082571;ESCOLA MUNICIPAL MILITARIZADA TIA LOURDES;22546;4781;420;0;3450;NULL;2.12055353499512E+15;7.21606358502405E+15;0.0878477306002928;0
51;Mato Grosso;MT;5107404;São Pedro da Cipa;5;5105;51021;51051150;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL GESSY ANTONIO DA SILVA;4771;1013;268;0;790;NULL;2.12324460280864E+16;7.79861796643633E+15;0.264560710760118;0
50;Mato Grosso do Sul;MS;5001102;Aquidauana;5;5001;50002;50001752;CENTRO DE EDUCACAO PROFISSIONAL DE AQUIDAUANA GERALDO AFONSO GARCIA FERREIRA;48029;12332;262;NULL;4870;7;2.56761539902975E+15;3.94907557573792E+16;0.0212455400583847;NULL
51;Mato Grosso;MT;5108055;Terra Nova do Norte;5;5101;51003;51057964;ESCOLA ESPECIAL RENASCER;9473;2722;55;NULL;1280;49;2.873429747704E+15;470242468772961;0.0202057310800882;NULL
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50028057;EMEI PROFESSORA ELENIR ZANQUETA MOLINA;906092;213876;211;159;66880;NULL;2.36042256194735E+15;3.12704557781144E+15;0.000986552955918383;0.753554502369668
51;Mato Grosso;MT;5107354;São José do Xingu;5;5102;51009;51093987;EE INDIGENA BEPKOROROTI;5620;1922;162;NULL;1450;11;3.41992882562278E+16;7.54422476586889E+15;0.0842872008324662;NULL
50;Mato Grosso do Sul;MS;5002704;Campo Grande;5;5002;50004;50026208;EMEI - ODETE TRINDADE BENITES;906092;213876;205;205;66880;NULL;2.36042256194735E+15;3.12704557781144E+15;0.000958499317361462;1
50;Mato Grosso do Sul;MS;5007109;Ribas do Rio Pardo;5;5003;50007;50076809;CEINF - PINGO DE GENTE;24966;5410;191;122;1870;NULL;2.16694704798526E+16;3.45656192236599E+15;0.0353049907578558;0.638743455497382
51;Mato Grosso;MT;5105259;Lucas do Rio Verde;5;5101;51006;51094436;EMEFVINICIUS DE MORAES;67620;20825;1176;26;9170;NULL;3.07971014492754E+15;4.40336134453782E+15;0.0564705882352941;0.021630615640599
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53005988;CED PIPIRIPAU II;3055149;715700;496;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000693027804946207;NULL
53;Distrito Federal;DF;5300108;Brasília;5;5301;53001;53015134;COL FUTURO EDUCACAO;3055149;715700;115;NULL;422250;NULL;2.34260260301543E+15;5.8998183596479E+15;0.000160681849937124;NULL
50;Mato Grosso do Sul;MS;5002951;Chapadão do Sul;5;5003;50005;50028324;CEI ESPERANCA;25865;7918;220;2;3840;NULL;3.06127972163155E+16;4.84970952260672E+15;0.0277847941399343;0.00909090909090909
52;Goias;GO;5221403;Trindade;5;5203;52010;52105784;ESCOLA ESPECIAL DE EDUCACAO BASICA SAO VICENTE DE PAULO;129823;30434;212;NULL;13330;63;2.34426873512398E+16;4.37996977065125E+15;0.00696589340868765;NULL
51;Mato Grosso;MT;5102504;Cáceres;5;5104;51018;51045214;EE DESGABRIEL PINTO DE ARRUDA;94861;21828;454;NULL;12230;NULL;2.30105101147995E+16;5.60289536375298E+15;0.0207989737951255;NULL
52;Goias;GO;5219712;Santo Antônio da Barra;5;5205;52013;52055647;COLEGIO ESTADUAL HERMINIO RODRIGUES LEAO;4854;969;503;NULL;380;38;1.99629171817058E+15;392156862745098;0.519091847265222;NULL
52;Goias;GO;5207600;Fazenda Nova;5;5203;52008;52084850;ESCOLA MUL PEDACINHO DA GENTE;5553;1094;248;0;0;NULL;1.97010624887448E+16;0;0.226691042047532;0
52;Goias;GO;5208707;Goiânia;5;5203;52010;52100960;ESCOLA MAGIA DO SABER;1536097;276809;124;NULL;129240;NULL;1.80202812712999E+16;4.66892333703023E+16;0.000447962313364089;NULL
50;Mato Grosso do Sul;MS;5004304;Iguatemi;5;5004;50011;50021958;ESCOLA DE EDUCACAO INFANTIL LENIRA NOGUEIRA LOPES;16176;3643;40;NULL;1920;NULL;2.2521018793274E+16;5.27038155366456E+16;0.0109799615701345;NULL
50;Mato Grosso do Sul;MS;5003256;Costa Rica;5;5003;50005;50010700;EE JOSE FERREIRA DA COSTA;21142;8597;1135;NULL;3150;180;4.06631349919591E+15;3.66406886123066E+15;0.132022798650692;NULL
52;Goias;GO;5218300;Posse;5;5204;52011;52042324;ESCOLA MUNICIPAL PROFESSORA MARIA LEITE DE ALMEIDA NASCIMENTO;37414;9474;649;0;4180;NULL;2.53220719516758E+16;4.41207515305045E+16;0.0685032721131518;0
52;Goias;GO;5210307;Israelândia;5;5203;52008;52027570;COLEGIO ESTADUAL MARIA BARRETO;2786;330;164;NULL;170;17;1.18449389806174E+16;5.15151515151515E+16;0.496969696969697;NULL
52;Goias;GO;5218805;Rio Verde;5;5205;52013;52055175;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL SEVERINO GOMES MONTEIRO;241518;50563;266;0;25420;NULL;2.09354996314974E+16;5.02739157091154E+15;0.00526076379961632;0
52;Goias;GO;5221858;Valparaíso de Goiás;5;5204;52012;52079724;ESCOLA GENIOS;172135;40186;182;NULL;24440;NULL;2.33456298835217E+16;6.08172000199074E+15;0.00452894042701438;NULL
52;Goias;GO;5204706;Campinorte;5;5202;52004;52006573;ESC MUL BOA ESPERANCA;12764;2603;191;0;1810;NULL;2.03932936383579E+16;695351517479831;0.0733768728390319;0
52;Goias;GO;5201108;Anápolis;5;5203;52007;52083462;ESCOLA PARQUE MAGICO;391772;85693;164;NULL;43520;NULL;2.18731813401672E+16;5.07859451763855E+15;0.00191380859580129;NULL
51;Mato Grosso;MT;5106505;Poconé;5;5104;51018;51046342;EM DE RODEIO BOM JESUS;33315;8216;20;0;5210;NULL;2.46615638601231E+16;63412852969815;0.00243427458617332;0
51;Mato Grosso;MT;5103353;Confresa;5;5102;51009;51094428;CRECHE MUNICIPAL PROFESSORA LUCINARA APARECIDA LIMA E SILVA;31510;8697;138;34;7120;NULL;2.76007616629641E+15;8.18673105668621E+15;0.0158675405312177;0.246376811594203
52;Goias;GO;5207535;Faina;5;5201;52002;52002446;ESC MUL SANTA RITA;6576;1164;66;0;590;NULL;177007299270073;506872852233677;0.0567010309278351;0
52;Goias;GO;5210208;Iporá;5;5203;52008;52077322;NUCLEO INF EDME FALCAO;31499;7571;46;46;3850;NULL;2.40356836724975E+15;5.08519350151895E+15;0.00607581561220446;1
51;Mato Grosso;MT;5108402;Várzea Grande;5;5104;51017;51065355;CMEI MANOEL ANTONIO;287526;68764;79;79;59700;NULL;2.39157502278055E+16;8.68186841952184E+15;0.00114885696003723;1
52;Goias;GO;5218805;Rio Verde;5;5205;52013;52241351;ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PROFESSOR CLOVIS LEAO DE ALMEIDA;241518;50563;787;0;25420;NULL;2.09354996314974E+16;5.02739157091154E+15;0.0155647410161581;0
51;Mato Grosso;MT;5101704;Barra do Bugres;5;5103;51013;51026775;EE 7 DE SETEMBRO;35307;8454;388;NULL;7710;NULL;2.39442603449741E+16;9.11994322214336E+15;0.0458954341140289;NULL
51;Mato Grosso;MT;5103403;Cuiabá;5;5104;51017;51068982;HOTELZINHO A ARCA;618124;144743;61;NULL;90120;NULL;2.34164989549023E+16;6.22620783043049E+15;0.000421436615242188;NULL
52;Goias;GO;5201108;Anápolis;5;5203;52007;52021718;ESCOLA ALEGRIA DE CRIANCA;391772;85693;230;NULL;43520;NULL;2.18731813401672E+16;5.07859451763855E+15;0.00268399985996522;NULL
